번호,제목,사건번호,선고일자,참조조문,조문번호,판시사항
329,도로교통법위반(음주운전),2014고단1027,2015. 4. 16.,도로교통법,"제44조, 제148조의2","피고인이 술을 마신 상태로 자동차를 운전하다가 교통사고를 내고 병원으로 후송되었는데, 경찰관 甲이 간호사 乙에게 요청하여 혈액을 채취한 다음 임의제출받아 감정을 의뢰하였고, 피고인이 혈중알코올농도가 0.204%라는 내용의 감정서를 기초로 도로교통법 위반(음주운전)으로 기소된 사안에서, 감정서는 위법수집증거에 해당하여 증거능력이 없다고 한 사례"
332,도로교통법위반(음주운전),2024고정1395,2025. 4. 10.,도로교통법,"제44조, 제148조의2","피고인이 건물 지하 1층의 주차장 출구 차단기에서부터 인근 도로에 이르기까지 약 10m 구간에서 술에 취한 상태로 자동차를 운전하였다는 도로교통법 위반(음주운전)으로 기소되었는데, 당시 피고인은 음주 후 귀가를 위하여 지하 주차장에서 대리기사 甲을 호출하여 甲이 피고인을 뒷좌석에 태운 채 운전을 시작하였으나 차단기 앞에서 주차요금 지불 등으로 시비가 붙어 甲이 차량을 경사 구간에 둔 채 내리자, 피고인이 차량을 운전하여 차단기를 통과하면서 주차요금을 지불하고 주차장을 빠져나온 다음 도로에 차량을 주차하고 차량 뒷좌석으로 이동하여 다른 대리기사를 물색하던 중 甲의 신고로 출동한 경찰관이 피고인에 대해 음주측정을 한 사안에서, 피고인의 행위가 긴급피난 또는 과잉피난에 해당하여 위법성이 조각된다는 이유로 피고인에게 무죄를 선고한 사례"
333,일반교통방해치사·일반교통방해치상·폭력행위등처벌에관한법률위반(집단·흉기등협박)·도로교통법위반,2013고합192,2014. 1. 9.,도로교통법,"제64조, 제156조","피고인이 고속도로에서 자동차를 운전 중 인접 차량의 운전자 甲과 시비를 벌이면서 甲의 차량 주변에서 난폭운전을 하고, 甲의 차량 앞에 급하게 끼어든 후 급감속하여 정차함으로써 甲을 비롯한 다수의 후속 차량 탑승자들을 연쇄 추돌로 사망 또는 상해에 이르게 하였다고 하여 폭력행위 등 처벌에 관한 법률 위반(집단·흉기등협박) 및 일반교통방해치사상으로 기소된 사안에서, 피고인에게 모두 유죄를 선고한 사례"
334,도로교통법위반,82도1439,1982. 9. 14.,도로교통법,제81조,법인이 대표자등이 운전자에게 감독책임을 다하고 위반사실을 알지 못한 경우에도           도로교통법 제81조의 양벌규정의 적용상당
341,도로교통법위반(음주운전),2007도678,2007. 3. 30.,도로교통법,"제1조, 제2조, 제41조, 제44조","주취운전한 자동차의 일부가 주차장을 벗어나 도로에 진입한 경우, 도로에서의 주취운전에 해당하는지 여부(적극)"
342,자동차운전면허취소처분취소,2014두46850,2016. 12. 27.,도로교통법,"제44조, 제54조, 제93조, 제148조의2","
  음주운전 여부에 대한 조사 과정에서 운전자 본인의 동의를 받지 아니하고 법원의 영장도 없이 한 혈액 채취 조사 결과를 근거로 한 운전면허 정지·취소 처분이 위법한지 여부(원칙적 적극)"
343,교통사고처리특례법위반(치상)·도로교통법위반(음주운전),2025도8137,2025. 12. 11.,도로교통법,"제44조, 제148조의2","
 [1] 운전 시점과 혈중알코올농도의 측정 시점 사이에 시간 간격이 있고 그때가 혈중알코올농도의 상승기로 보인다는 사정만으로 언제나 실제 운전 시점의 혈중알코올농도가 처벌기준치를 초과한다는 점에 대한 증명이 불가능하다고 볼 수 있는지 여부(소극) 및 이때 운전 당시에도 처벌기준치 이상이었다고 볼 수 있는지 판단하는 기준

 [2] 피고인이 혈중알코올농도 0.037%의 술에 취한 상태에서 자동차를 운전하다가 안전하게 운전하여야 할 업무상 주의의무를 게을리하여 甲이 운전하던 오토바이와 충돌하여 甲에게 상해를 입게 하였다는 도로교통법 위반(음주운전) 등의 공소사실로 기소된 사안에서, 피고인에 대한 혈중알코올농도 측정 방법과 절차는 경찰의 통상적인 음주단속에 따른 것이고 운전 종료 시점으로부터 불과 약 12분 후에 측정된 점 등에 비추어, 비록 피고인의 음주측정 시점이 혈중알코올농도 상승기에 있을 가능성이 있다는 사정을 감안하더라도 운전 당시 혈중알코올농도 수치가 0.03% 이상이었다고 보는 것이 논리와 경험칙에 부합한다고 한 사례"
347,도로교통법위반(무면허운전),2010도9067,2012. 6. 14.,도로교통법,"제43조, 제96조, 제152조","
산업연수생으로 국내에 입국한 피고인이 운전면허 없이 자동차를 운전하였다고 하여 구 도로교통법 위반으로 기소된 사안에서, 피고인이 입국 전 파키스탄에서 발급받은 국제운전면허증이 1968년 비엔나에서 체결된 ‘도로교통에 관한 협약’에서 정한 양식과 다른 양식으로 발급된 사정을 심리하지 아니한 채 정상적으로 발급된 국제운전면허증이라고 인정하여 무죄를 선고한 원심판결에 법리오해 등 위법이 있다고 한 사례"
348,특정범죄가중처벌등에관한법률위반(도주차량)피고사건,87노474,1987. 10. 22.,도로교통법,"제44조, 제119조",동일한 사고로 도로교통법 소정의 범칙금을 납부한 자에 대한 공소제기의 가부(소극)
349,도로교통법위반,99도2899,1999. 12. 28.,도로교통법,"제41조, 제107조의2","구 도로교통법 제107조의2 제2호, 제41조 제2항 소정의 음주측정불응죄의 성립요건"
351,도로교통법위반(음주운전),2022노1406,2022. 11. 3.,도로교통법,"제44조, 제148조의2","甲이 운전 중 다른 차량을 들이받고 사고 직후 출동한 경찰관으로부터 호흡측정기에 의한 음주측정을 요구받아 음주측정을 하였고, 음주측정 결과에 이의를 제기하며 혈액채취를 요구하여 ‘채혈동의 및 확인서’에 서명을 하고 병원에서 경찰 입회 아래 혈액을 채취하였는데, 임의제출서, 압수조서(임의제출) 및 소유권포기서에 날인하지 않고 압수목록을 교부받지 않은 채 곧바로 귀가하여, 경찰이 같은 날 오후 甲의 주소지로 찾아가 임의제출서, 압수조서(임의제출) 및 소유권포기서에 날인을 요구하자 이를 거부하였고, 위와 같이 채취한 혈액 감정에 따른 혈중알코올농도를 기초로 도로교통법 위반(음주운전)으로 기소된 사안에서, 위와 같이 채취한 甲의 혈액은 위법수집증거에 해당하지 않고, 위 혈액을 기초로 하여 획득한 2차 증거인 혈중알코올감정서 역시 증거능력이 있다고 한 사례"
354,전보발령금지가처분,2018카합10033,2018. 6. 14.,도로교통법,"제35조, 제160조, 제161조, 제163조","지방자치단체가 도로교통법 제35조 제1항 및 같은 법 시행령 제12조 제1항의 해석상 주정차 단속권한은 경찰공무원 및 시장 등이 임명하는 공무원에 한하여 인정된다는 이유로 수년간 주정차 단속업무만을 담당해 온 甲 등 공무직 근로자들을 주정차 단속업무와 전혀 무관한 부서로 배치하는 전보명령을 발령하자, 甲 등이 위 명령의 효력정지를 구하는 가처분신청을 한 사안에서, 甲 등에게 주차 방법의 변경이나 차량의 이동을 직접 명할 권한이 없다는 것만으로 이들을 주정차 단속업무에서 배제하여야 할 불가피한 사정이 있다고 단정하기 어렵고, 甲 등이 전보명령에 따른 근무를 계속할 경우 경제상·생활상의 불이익이 적지 않을 것으로 예상된다는 등의 이유로 가처분신청을 인용한 사례"
355,교통사고처리특례법위반·도로교통법위반,84도185,1984. 4. 24.,도로교통법,제21조,교차로통행 우선권이 있는 운전자의 통행순위 위반차량에 대한 주의의무
357,자동차운전면허취소처분취소,98두9653,1998. 9. 8.,도로교통법,제78조,"[1] 구 도로교통법시행규칙 제53조 제1항의 무효 여부(소극)
[2] 구 도로교통법시행령 제53조의 법적 성질(효력 규정) 및 구 도로교통법시행규칙 제53조 제2항을 위반한 방법에 의한 통지의 효력(무효)
[3] 운전면허취소처분의 공고가 부적법하여 효력이 없다고 본 사례"
361,도로교통법위반(음주운전),2019고정2908,2020. 3. 23.,도로교통법,"제44조, 제148조의2","자동차를 운전하는 피고인이 음주 상태에서 귀가하기 위해 대리운전기사를 호출하였는데, 대리운전기사가 도로를 출발하여 잠시 운전하는 도중에 목적지까지의 경로에 대하여 피고인과 이견이 생겨 갑자기 차를 정차한 후 그대로 하차·이탈하자, 혈중알코올농도 0.097%의 술에 취한 상태로 위 도로의 약 3m 구간에서 자동차를 운전하여 도로교통법 위반(음주운전)으로 기소된 사안에서, 피고인이 위와 같이 운전한 행위는 자기 또는 타인의 법익에 대한 현재의 위난을 피하기 위한 행위로서 상당한 이유가 있어 형법 제22조 제1항의 긴급피난에 해당한다는 이유로 무죄를 선고한 사례"
362,도로교통법위반,2006도7891,2007. 1. 12.,도로교통법,"제77조, 제92조, 제112조, 제155조",자동차 운전자가 도로교통법을 위반하지 아니한 경우 운전면허증 등의 제시의무를 면할 수 있는지 여부(소극)
363,도로교통법위반,86도1387,1986. 10. 14.,도로교통법,제108조,"절취한 승용차를 운전하다가 사고로 동 승용차를 손괴한 경우,           도로교통법 제108조에 위반한 것인지 여부"
368,특정범죄가중처벌등에관한법률위반(도주차량)·도로교통법위반(음주운전),2001도2823,2001. 8. 21.,도로교통법,"제41조, 제107조의2","[1] 형사재판에서 공소사실에 대한 입증책임의 소재 및 유죄의 인정을 위한 증거의 증명력 정도
[2] 공소사실에 대한 직접적인 증거가 없고 피고인의 무죄 변소에 부합하는 증거를 쉽사리 배척할 수 없는 이상 공소사실에 대한 합리적인 의심이 없을 정도로 증명이 되었다고 보기 어렵다는 이유로 유죄의 원심판결을 파기한 사례
[3] 위드마크(Widmark) 공식에 의한 역추산 방식을 이용하여 운전시점의 혈중 알코올농도를 추정함에 있어서 피고인에게 가장 유리한 시간당 감소치를 적용하여 산출된 결과의 증명력 여부(적극)"
369,특정범죄가중처벌등에관한법률위반(도주차량)·도로교통법위반,94도2204,1994. 10. 21.,도로교통법,제50조,"가. 특정범죄가중처벌등에관한법률 제5조의3 제1항 소정의 “도주한 때”의 의미
나. ‘가’항의 경우에 해당한다고 본 사례"
370,"교통사고처리특례법위반,도로교통법위반",94고단2785,1995. 8. 9.,도로교통법,"제40조, 제68조, 제109조","제2종 운전면허를 소지한 정비공이 수리를 위하여 영업용택시를 운전하다가 교통사고를 낸 경우, 무면허운전에 해당하지 않는다고 한 사례"
373,도로교통법위반(음주운전),2001도7121,2002. 3. 15.,도로교통법,제41조,"[1] 도로교통법 제41조 제2항에서 말하는 '측정'의 의미(=호흡측정기에 의한 측정)
[2] 운전자가 혈액채취의 방법에 의한 주취 정도의 측정을 요구할 수 있는 시한 및 그 시한이 경과한 후의 음주운전사실의 증명방법"
374,도로교통법위반,79도1118,1979. 7. 24.,도로교통법,제64조,면허증 제시의무자의 범위
380,"특정범죄가중처벌등에관한법률위반(도주차량, 인정된 죄명：교통사고처리특례법위반),도로교통법위반",96고단1422,1996. 10. 5.,도로교통법,"제50조, 제106조","교차로 내 교통사고 후 수십 m 가량 더 주행하다 정차한 사안에서, 사고운전자에게 도주의 범의가 있었다고 단정할 수 없다고 한 사례"
